"id","firmbr","firm","brand","city","year","quarter","share","constant","price","sugar","mushy","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20"
100970000,1009,1,9,65,88,1,0.013213,1,0.062849,3,0,-0.16453,-0.013206,-0.7483,-0.15211,-0.12297,0.013094,5.2197,0.2467,0.29164,-0.048739,2.3526,0.04609,-0.0059559,0.031365,0.013773,0.024846,0.10912,0.014117,0.035624,0.027639
101170000,1011,1,11,65,88,1,0.0037434,1,0.17785,12,0,-0.22549,-0.0084116,-0.76872,-0.24226,-0.062482,-0.060777,0.17193,0.29135,-1.0062,-0.029733,0.53593,0.089776,0.016029,0.14361,0.16017,0.14554,0.14658,0.14897,0.15197,0.13344
101370000,1013,1,13,65,88,1,0.0030419,1,0.11764,14,0,-0.28964,-0.0093619,-2.6686,-0.24758,-0.011278,-0.009926,-0.017988,0.24791,-0.10238,0.0071588,0.0092201,0.097493,0.00051238,0.078292,0.065346,0.14658,0.036606,0.092511,0.083429,0.080039
101770000,1017,1,17,65,88,1,0.0091927,1,0.10628,3,1,-0.15572,-0.023741,-0.70804,-0.4659,-0.14146,-0.018405,5.0258,-0.44575,-0.2634,-0.099656,2.2078,-0.22919,0.0060006,0.075395,0.088796,0.063697,0.12147,0.06277,0.091007,0.065202
103070000,1030,1,30,65,88,1,0.0035894,1,0.11625,4,0,-0.17144,-0.016053,-0.3764,-0.16844,-0.10864,-0.022754,5.1635,0.27391,-0.3396,-0.052716,2.2505,0.042572,0.0048534,0.10057,0.078009,0.033171,0.098699,0.079719,0.091944,0.082312
104570000,1045,1,45,65,88,1,0.0043857,1,0.14177,14,0,-0.26573,-0.0085659,-2.3581,-0.25974,-0.031447,-0.027024,-0.40731,0.2702,-0.40176,-0.0081251,-0.15449,0.10513,0.0061793,0.093327,0.091569,0.13871,0.051133,0.091201,0.12868,0.10509
200570000,2005,2,5,65,88,1,0.0080345,1,0.097927,1,0,-0.16661,-0.017211,-2.3327,-0.14875,-0.12103,-0.010306,7.2205,0.26856,-0.1194,-0.064358,2.4991,0.029091,0.0018303,0.081682,0.072942,0.091209,0.061763,0.048233,0.044667,0.069458
200870000,2008,2,8,65,88,1,0.0467,1,0.087343,11,0,-0.25032,-0.00987,-0.35778,-0.22223,-0.043906,0.0018907,0.9877,0.24334,0.096104,0.0092194,1.1152,0.088709,-0.0046539,0.043028,0.099873,0.067637,0.038932,0.05746,-0.016526,0.044767
201570000,2015,2,15,65,88,1,0.012015,1,0.05086,4,1,-0.18387,-0.014107,0.49597,-0.44679,-0.14751,0.013506,3.6263,-0.37586,0.28854,-0.11756,1.8965,-0.26696,-0.0050776,0.025476,0.058542,0.002932,0.025199,0.020837,0.0058778,0.022944
201670000,2016,2,16,65,88,1,0.005489,1,0.13383,3,1,-0.15381,-0.025418,-0.86922,-0.458,-0.13211,-0.037448,5.412,-0.46771,-0.59971,-0.089741,2.2377,-0.21164,0.011563,0.10286,0.054591,0.15768,0.046446,0.1021,0.14425,0.098244
201970000,2019,2,19,65,88,1,0.059522,1,0.092779,13,0,-0.29709,-0.0098022,-2.0314,-0.22916,-0.0048344,0.0022144,0.52509,0.22945,0.10431,0.020305,0.52111,0.087887,-0.0042784,0.036417,-0.010402,-0.014867,0.044559,0.052192,0.085725,0.056412
202670000,2026,2,26,65,88,1,0.001974,1,0.15928,13,0,-0.24142,-0.0083716,-1.4337,-0.25458,-0.050785,-0.04333,-0.22047,0.28363,-0.69284,-0.020448,0.18745,0.10081,0.010937,0.11764,0.10192,0.16648,0.12318,0.13316,0.070937,0.13442
202870000,2028,2,28,65,88,1,0.0089293,1,0.17777,16,1,-0.30153,-0.018451,-3.7999,0.036396,-0.0081235,-0.041737,-0.91712,-0.24098,-0.64915,-0.063582,-1.9768,-0.37834,0.018078,0.11978,0.20033,0.052971,0.18333,0.1422,0.15314,0.13593
204070000,2040,2,40,65,88,1,0.0029077,1,0.13832,10,0,-0.2114,-0.010781,0.20072,-0.22382,-0.07352,-0.033269,1.3491,0.27833,-0.52044,-0.027035,1.2299,0.082663,0.0071678,0.099217,0.18227,0.13342,0.12198,0.094743,0.11224,0.099878
204870000,2048,2,48,65,88,1,0.0013328,1,0.12523,3,0,-0.17111,-0.017271,-0.96372,-0.16313,-0.11018,-0.030093,5.998,0.2785,-0.47065,-0.056982,2.3288,0.034835,0.0072154,0.082926,0.14898,0.11906,0.088638,0.092883,0.1131,0.092667
300670000,3006,3,6,65,88,1,0.030358,1,0.13459,20,1,-0.51851,-0.030633,-12.655,-0.04442,0.21709,0.025399,3.7564,0.18217,0.54582,-0.088829,-3.2763,-0.25026,0.0029591,0.088763,0.027302,0.064305,0.13675,0.10785,0.068353,0.086914
301470000,3014,3,14,65,88,1,0.02389,1,0.17323,7,0,-0.18908,-0.013911,0.43335,-0.19178,-0.09047,-0.065407,3.3538,0.29131,-1.0982,-0.046284,1.7979,0.051116,0.016976,0.12199,0.13147,0.20004,0.18475,0.13658,0.15192,0.13663
400270000,4002,4,2,65,88,1,0.018302,1,0.14962,14,0,-0.26037,-0.0083144,-2.297,-0.26186,-0.035884,-0.033005,-0.50944,0.27557,-0.50731,-0.012052,-0.19112,0.10605,0.0081102,0.10602,0.095728,0.020371,0.099812,0.10451,0.087369,0.11816
401070000,4010,4,10,65,88,1,0.00064031,1,0.13572,6,0,-0.18072,-0.014782,0.34202,-0.18455,-0.098007,-0.03615,3.8782,0.27997,-0.57652,-0.046254,2.0017,0.052115,0.008486,0.10904,0.065654,0.15937,0.10138,0.10634,0.065234,0.090202
401270000,4012,4,12,65,88,1,0.041959,1,0.085337,12,0,-0.27829,-0.0097772,-1.1594,-0.22376,-0.02065,0.0042775,0.75512,0.23234,0.13781,0.019011,0.84996,0.087474,-0.0053565,0.041469,-0.03975,0.044153,0.064955,0.055198,0.019106,0.059967
601870000,6018,6,18,65,88,1,0.0011596,1,0.13347,0,0,-0.17387,-0.019752,-3.1252,-0.15107,-0.11426,-0.037765,8.4307,0.28407,-0.60871,-0.063142,2.5146,0.018929,0.0097575,0.10925,0.11176,0.11421,0.12368,0.097526,0.1379,0.091442
100400000,1004,1,4,1,88,2,0.0064428,1,0.077718,2,1,0.17579,0.027785,-0.184,-0.18275,-0.11432,0.023368,5.7392,-0.49489,0.51838,0.48621,5.5114,-0.0054336,-0.027134,0.020418,0.053841,0.071333,0.031804,0.038633,0.082797,0.044114
100600000,1006,1,6,1,88,2,0.14128,1,0.14104,18,1,0.12818,-0.013323,-6.3642,0.091375,0.014814,-0.0013285,-0.92721,-0.095762,0.082121,0.28113,0.57479,-0.030255,-0.012524,0.066174,0.062027,0.090998,0.11302,0.098839,0.06346,0.10104
100700000,1007,1,7,1,88,2,0.087895,1,0.072683,4,1,0.14693,0.025118,-0.82823,-0.10357,-0.10541,0.02056,3.4737,-0.38399,0.45504,0.42496,5.0199,-0.017406,-0.025579,0.036174,0.040537,0.0068805,0.028236,0.020461,0.011623,0.01644
100900000,1009,1,9,1,88,2,0.0066214,1,0.076974,3,0,0.39272,0.027154,0.28808,0.17617,-0.17326,0.01175,3.4449,0.29261,0.29972,0.81155,4.2195,0.053305,-0.029172,0.048241,0.10272,0.070203,0.026225,0.028035,0.087163,0.049832
101100000,1011,1,11,1,88,2,0.054275,1,0.16701,12,0,0.23805,0.0049991,-2.0768,0.24125,-0.11051,-0.05248,-2.6094,0.3827,-0.86495,0.53664,4.346,0.13135,-0.018147,0.12216,0.16164,0.12367,0.14144,0.12091,0.17405,0.13277
101300000,1013,1,13,1,88,2,0.021979,1,0.092333,14,0,0.0074296,0.004996,-3.8804,-0.01797,0.0081392,0.0046768,-0.092284,0.076069,0.15762,0.47011,5.077,0.049087,-0.024799,0.056443,0.029483,0.054324,0.070689,0.063806,-0.0056627,0.047113
101700000,1017,1,17,1,88,2,0.010547,1,0.15393,3,1,0.24183,0.0022774,1.0901,-0.33641,-0.11946,-0.061134,6.0923,-0.7258,-1.0525,0.56493,5.2354,-0.035998,-0.014316,0.11413,0.051032,0.084658,0.1269,0.12193,0.12288,0.1275
1.03e+08,1030,1,30,1,88,2,0.0013096,1,0.15039,4,0,0.29256,0.021333,0.9603,0.34722,-0.13569,-0.058398,4.4072,0.53421,-1.0019,0.64041,4.7045,0.091526,-0.01893,0.12599,0.14317,0.057798,0.093667,0.11073,0.13057,0.12854
104500000,1045,1,45,1,88,2,0.010525,1,0.14726,14,0,0.15883,0.00612,-3.1761,0.10572,-0.074229,-0.021145,-2.154,0.23605,-0.28035,0.49266,4.5278,0.1084,-0.025967,0.12175,0.20125,0.1231,0.13565,0.11047,0.095795,0.10552
200500000,2005,2,5,1,88,2,0.059069,1,0.099437,1,0,0.35312,0.029812,1.0953,0.28862,-0.15634,0.0024797,7.0471,0.45277,0.14354,0.75246,3.9804,0.069046,-0.030091,0.05708,0.010872,-0.0078957,0.046824,0.065897,0.069664,0.062114
200800000,2008,2,8,1,88,2,0.013002,1,0.11976,11,0,0.22398,0.018806,-0.52949,0.1125,-0.10627,-0.010963,-0.95523,0.22797,-0.10602,0.5382,5.0623,0.095789,-0.025067,0.073652,0.069593,0.051279,0.10805,0.098209,0.096511,0.088995
201500000,2015,2,15,1,88,2,0.0078492,1,0.072425,4,1,0.14659,0.02509,-0.83616,-0.10271,-0.10536,0.020649,3.4661,-0.38293,0.45647,0.42444,5.0179,-0.017283,-0.0256,0.019614,0.030407,0.055407,0.10956,0.029036,0.010401,0.042441
201600000,2016,2,16,1,88,2,0.017909,1,0.1388,3,1,0.23324,0.007334,1.0179,-0.32029,-0.11775,-0.040067,6.0055,-0.68955,-0.65516,0.55225,5.3173,-0.036827,-0.017348,0.10846,0.12079,0.10771,0.11548,0.1145,0.095782,0.10751
201900000,2019,2,19,1,88,2,0.004026,1,0.15013,13,0,0.1999,0.0087898,-2.3593,0.14995,-0.093722,-0.028276,-2.2267,0.28159,-0.41277,0.51047,4.5234,0.11709,-0.023572,0.10111,0.13125,0.053354,0.11735,0.12547,0.058389,0.11266
202600000,2026,2,26,1,88,2,0.0056356,1,0.15313,13,0,0.20398,0.0079189,-2.433,0.1605,-0.095498,-0.031276,-2.3474,0.29389,-0.46776,0.51204,4.4741,0.11987,-0.022965,0.1274,0.09775,0.19056,0.13469,0.095067,0.15614,0.11441
202800000,2028,2,28,1,88,2,0.011497,1,0.20983,16,1,0.1887,-0.05736,-6.7188,-0.13789,-0.082829,-0.087013,-5.4128,-0.45856,-1.4905,0.43738,0.84478,-0.10201,-0.0011365,0.1849,0.2293,0.21361,0.23253,0.1717,0.19977,0.15953
2.04e+08,2040,2,40,1,88,2,0.0013146,1,0.13928,10,0,0.26314,0.019537,-0.35098,0.20928,-0.12311,-0.028503,-1.0044,0.33556,-0.42488,0.5696,4.9504,0.11142,-0.02265,0.091585,0.14819,0.039812,0.10225,0.092688,0.10899,0.11036
204800000,2048,2,48,1,88,2,0.00056185,1,0.16228,3,0,0.28417,0.019665,1.1914,0.35662,-0.13319,-0.077591,5.8774,0.56355,-1.3685,0.6313,4.6887,0.087646,-0.015451,0.12499,0.19421,0.27127,0.14421,0.134,0.11434,0.1295
300600000,3006,3,6,1,88,2,0.0070855,1,0.14027,20,1,0.10383,-0.016167,-8.757,0.13782,0.056351,0.0053729,0.34755,-0.026199,0.20252,0.27098,0.18912,0.0022459,-0.013288,0.10514,0.029792,0.13528,0.14624,0.098206,0.042587,0.10368
301400000,3014,3,14,1,88,2,0.005377,1,0.15381,7,0,0.28751,0.019085,0.30475,0.32391,-0.13298,-0.055871,0.94692,0.48139,-0.94675,0.61833,4.7884,0.10628,-0.018722,0.11186,0.15647,0.13649,0.11502,0.12814,0.15408,0.11843
400200000,4002,4,2,1,88,2,0.004516,1,0.13598,14,0,0.13265,0.0075178,-3.0538,0.070492,-0.061538,-0.012535,-1.6536,0.19364,-0.12666,0.48705,4.7083,0.095806,-0.027376,0.082441,0.11755,0.076929,0.11226,0.095172,0.10539,0.1046
4.01e+08,4010,4,10,1,88,2,0.0067439,1,0.11012,6,0,0.32816,0.029555,0.71773,0.21776,-0.15012,-0.0093508,1.6487,0.34213,-0.07889,0.67911,5.1341,0.083043,-0.026871,0.054769,0.10856,0.12889,0.07733,0.066804,0.043964,0.085678
401200000,4012,4,12,1,88,2,0.0082631,1,0.10392,12,0,0.15687,0.013674,-1.1924,0.045958,-0.072887,-0.0019175,-0.76034,0.15276,0.048958,0.50485,5.0086,0.078978,-0.0253,0.055833,0.044118,0.049377,0.11619,0.058406,0.035127,0.067284
601800000,6018,6,18,1,88,2,0.0035301,1,0.12713,0,0,0.30305,0.024109,1.9768,0.34214,-0.13957,-0.029641,9.6733,0.54759,-0.46086,0.66792,4.496,0.078629,-0.024079,0.093906,0.12465,0.099598,0.1556,0.087676,0.15511,0.092074
100400000,1004,1,4,3,88,2,0.0058895,1,0.068114,2,1,-0.048216,0.01413,-1.0259,-0.46299,-0.36859,-0.020406,0.26126,-0.39509,-0.32551,0.16855,0.29702,0.072731,0.0029644,0.01171,0.072656,0.050346,0.018177,0.02155,-0.001985,0.041827
100600000,1006,1,6,3,88,2,0.022001,1,0.13214,18,1,-0.26761,-0.033267,-17.767,-0.39295,0.082214,0.00485,1.9517,0.096136,0.13177,-0.14133,-3.5309,-0.25173,0.017421,0.074984,-0.0052313,0.11941,0.10572,0.103,0.089222,0.099244
100700000,1007,1,7,3,88,2,0.002907,1,0.10473,4,1,-0.062343,0.024857,-0.89008,-0.43199,-0.36249,-0.035921,-0.51423,-0.39349,-0.58256,0.21409,0.64546,0.12977,0.0069186,0.068455,0.1307,0.043997,0.08352,0.068325,0.025446,0.069857
100900000,1009,1,9,3,88,2,0.0010907,1,0.12849,3,0,-0.026445,0.021879,-1.0604,-0.004425,-0.37073,-0.047573,0.23178,0.060392,-0.77861,0.56341,-1.0294,-0.099769,-0.013215,0.09624,0.20345,0.030258,0.11038,0.09061,0.072713,0.097472
101100000,1011,1,11,3,88,2,0.01705,1,0.1418,12,0,-0.04247,0.017855,-6.9998,-0.011611,-0.33989,-0.049863,-3.8732,0.061577,-0.81078,0.56195,7.5077,-0.094021,-0.014001,0.083806,0.17119,0.17463,0.04796,0.098727,0.1474,0.10757
101300000,1013,1,13,3,88,2,0.024299,1,0.14257,14,0,-0.05883,0.015562,-9.0631,-0.0013188,-0.32426,-0.047971,-4.4956,0.061475,-0.77586,0.54174,9.0273,-0.086352,-0.011843,0.09644,0.16214,0.10224,0.12517,0.10471,0.078623,0.11195
101700000,1017,1,17,3,88,2,0.0066826,1,0.13948,3,1,-0.038386,0.038181,-1.0512,-0.42111,-0.3732,-0.053125,-0.040059,-0.41207,-0.87164,0.22825,0.308,0.16886,0.0090182,0.10028,0.22687,0.19451,0.11931,0.097257,0.063678,0.11387
1.03e+08,1030,1,30,3,88,2,0.0067417,1,0.13945,4,0,-0.023546,0.021521,-1.4747,-0.0064106,-0.36933,-0.052984,-0.24901,0.061198,-0.86998,0.574,-0.11757,-0.10253,-0.018114,0.10909,0.046006,0.069484,0.1632,0.10521,0.14568,0.10617
104500000,1045,1,45,3,88,2,0.0084871,1,0.14437,14,0,-0.056651,0.015829,-9.0664,-0.0018089,-0.32519,-0.04888,-4.5129,0.061549,-0.79113,0.54429,9.0807,-0.086943,-0.012578,0.1094,0.058301,0.14442,0.12265,0.10122,0.1198,0.11419
200500000,2005,2,5,3,88,2,0.025657,1,0.1049,1,0,-0.030966,0.021721,-0.50178,-0.00040936,-0.37366,-0.036091,1.1645,0.058301,-0.58508,0.53613,-2.6533,-0.092631,-0.003712,0.077611,-0.012025,0.052819,0.097821,0.065349,0.11584,0.056834
200800000,2008,2,8,3,88,2,0.009828,1,0.11528,11,0,-0.062183,0.015256,-5.9943,-0.011016,-0.33689,-0.037625,-3.3799,0.060585,-0.60637,0.53861,6.2254,-0.089911,-0.0048628,0.077269,0.044409,0.06569,0.035558,0.080363,0.065323,0.08606
201500000,2015,2,15,3,88,2,0.0024535,1,0.11972,4,1,-0.056658,0.029781,-0.95118,-0.42513,-0.36536,-0.042972,-0.4993,-0.39933,-0.70049,0.22431,0.62719,0.14852,0.0080995,0.11559,0.058265,0.07771,0.13113,0.075606,0.059665,0.081493
201600000,2016,2,16,3,88,2,0.011934,1,0.10842,3,1,-0.047895,0.027876,-0.95853,-0.43847,-0.36941,-0.038289,-0.092276,-0.40208,-0.62291,0.20574,0.39245,0.12603,0.0074253,0.05415,0.085339,0.033406,0.13766,0.075932,0.1193,0.07399
201900000,2019,2,19,3,88,2,0.010731,1,0.11034,13,0,-0.088126,0.012126,-7.9333,-0.001785,-0.31659,-0.033601,-3.9427,0.059951,-0.53719,0.50845,7.4941,-0.080956,-0.0021222,0.078217,0.11587,0.078155,0.047808,0.073307,0.074181,0.071491
202600000,2026,2,26,3,88,2,0.015527,1,0.11056,13,0,-0.087838,0.01216,-7.9337,-0.001837,-0.31672,-0.033705,-3.9448,0.059966,-0.53892,0.5088,7.5003,-0.081031,-0.0021817,0.054945,0.057207,0.032223,0.0746,0.06005,-0.0046803,0.083177
202800000,2028,2,28,3,88,2,0.052565,1,0.16123,16,1,-0.23897,-0.027583,-11.139,-0.33946,-0.082247,-0.020905,-0.8101,-0.076576,-0.29571,0.049067,0.45774,-0.062571,0.019431,0.12516,0.012272,0.14732,0.13022,0.11544,0.086371,0.12789
2.04e+08,2040,2,40,3,88,2,0.0029794,1,0.092528,10,0,-0.077912,0.012674,-5.0623,-0.010495,-0.3352,-0.027618,-2.9235,0.059588,-0.44024,0.51833,5.1145,-0.086566,0.0010558,0.075166,0.0044151,0.077317,0.053417,0.047212,0.047161,0.054797
204800000,2048,2,48,3,88,2,0.0047426,1,0.07644,3,0,-0.047254,0.016061,-1.0325,4.1925e-06,-0.36646,-0.022011,0.097902,0.057793,-0.34827,0.51548,-0.67581,-0.086864,0.0049125,0.033631,0.0067419,0.10861,0.011706,0.047804,-0.020385,0.038512
300600000,3006,3,6,3,88,2,0.037316,1,0.10425,20,1,-0.33932,-0.023268,-25.883,-0.47357,0.40012,0.036295,8.4381,0.41362,0.59755,-0.37186,-9.0084,-0.45871,0.014519,0.065942,0.013562,0.050383,0.035677,0.074619,0.070011,0.060224
301400000,3014,3,14,3,88,2,0.029108,1,0.1653,7,0,-0.014434,0.020202,-3.143,-0.011636,-0.36482,-0.065616,-1.728,0.062687,-1.0831,0.59483,2.9012,-0.10727,-0.030275,0.13457,0.068306,0.13706,0.11423,0.15204,0.090351,0.12973
400200000,4002,4,2,3,88,2,0.011274,1,0.17016,14,0,-0.028004,0.019158,-9.1157,-0.0079585,-0.33671,-0.062318,-4.7373,0.062411,-1.018,0.57714,9.7943,-0.09486,-0.024774,0.13355,0.18292,0.14305,0.14287,0.15429,0.18132,0.13653
4.01e+08,4010,4,10,3,88,2,0.0070607,1,0.077777,6,0,-0.06129,0.013732,-2.2697,-0.0053572,-0.35473,-0.022121,-1.2851,0.058813,-0.34983,0.51935,1.8165,-0.087701,0.0042845,0.037233,0.070282,0.12993,-0.001745,0.044903,0.038762,0.037325
401200000,4012,4,12,3,88,2,0.015023,1,0.10014,12,0,-0.089469,0.011807,-6.9011,-0.0063246,-0.32138,-0.029845,-3.6003,0.059601,-0.47587,0.5075,6.6381,-0.082444,-0.00012866,0.056162,0.10671,0.028577,0.08421,0.052454,0.16851,0.058184
601800000,6018,6,18,3,88,2,0.0070133,1,0.14075,0,0,-0.023431,0.022684,-0.12438,-0.0046174,-0.37573,-0.054563,1.8155,0.059691,-0.89795,0.56296,-4.0326,-0.10134,-0.019591,0.11837,0.19912,0.098102,0.086126,0.10973,0.12686,0.10651
100400000,1004,1,4,4,88,2,0.020965,1,0.10922,2,1,0.16015,-0.077527,0.7408,0.037932,-0.32407,-0.032539,3.8184,-0.58954,-0.51143,0.10505,2.012,-0.2222,-0.0068669,0.04956,0.13019,0.11706,0.059843,0.063747,0.10715,0.075933
100600000,1006,1,6,4,88,2,0.05263,1,0.097749,18,1,0.074348,-0.075154,-9.2696,0.11953,-0.058841,-0.0048758,-1.687,-0.10018,-0.0167,-0.23273,-7.4048,-0.54043,0.00085925,0.043728,0.032652,0.010856,0.017887,0.065215,0.062741,0.059381
100700000,1007,1,7,4,88,2,0.028051,1,0.1321,4,1,0.1622,-0.08084,1.3629,0.084442,-0.32016,-0.051382,2.2566,-0.58637,-0.84999,0.10306,1.7367,-0.25507,-0.0026999,0.10382,0.0089934,0.13795,0.076955,0.081935,0.093835,0.10278
100900000,1009,1,9,4,88,2,0.038117,1,0.072908,3,0,0.14994,-0.055141,0.50249,0.050829,-0.33454,-0.0089642,2.4845,0.20553,-0.098507,0.16802,0.27076,-0.0062593,-0.009035,0.0415,0.051595,0.057162,0.046848,0.035743,-0.049622,0.042588
101100000,1011,1,11,4,88,2,0.009645,1,0.20438,12,0,0.16406,-0.095289,-1.2293,-0.044989,-0.31181,-0.10789,-3.9671,0.24933,-1.8596,0.12849,0.24957,0.092257,0.003288,0.17611,0.165,0.11335,0.16857,0.18227,0.22664,0.15984
101300000,1013,1,13,4,88,2,0.0095649,1,0.16238,14,0,0.17744,-0.096232,-2.1226,-0.040191,-0.29821,-0.068459,-4.6546,0.2183,-1.1459,0.11297,0.067878,0.092313,-0.0041787,0.13645,0.16047,0.1529,0.14352,0.11177,0.08175,0.1388
101700000,1017,1,17,4,88,2,0.073337,1,0.10774,3,1,0.16338,-0.077121,1.1177,0.063038,-0.32217,-0.031376,2.9531,-0.57374,-0.49093,0.098496,1.8555,-0.22619,-0.0070495,0.05013,0.05759,0.10701,0.066004,0.074172,0.10061,0.076001
1.03e+08,1030,1,30,4,88,2,0.00049046,1,0.17557,4,0,0.14612,-0.08543,0.87278,0.029144,-0.3271,-0.090298,2.2633,0.26731,-1.5531,0.15641,1.0961,0.055245,-0.00013202,0.15505,0.074366,0.15881,0.15606,0.14719,0.1924,0.14098
104500000,1045,1,45,4,88,2,0.002872,1,0.14452,14,0,0.17927,-0.090955,-2.0622,-0.033588,-0.29349,-0.054717,-4.458,0.20693,-0.90198,0.10989,0.20225,0.085342,-0.0065837,0.10175,0.12989,0.090596,0.10078,0.10469,0.1191,0.11124
200500000,2005,2,5,4,88,2,0.038783,1,0.10428,1,0,0.14119,-0.071843,0.080223,0.07937,-0.33355,-0.029993,4.3517,0.23843,-0.46731,0.16972,0.058091,0.014038,-0.0082451,0.066087,0.059553,0.10285,0.087805,0.071482,0.125,0.069927
200800000,2008,2,8,4,88,2,0.022904,1,0.13164,11,0,0.17525,-0.084029,-0.375,-0.021672,-0.31108,-0.04843,-2.7903,0.20858,-0.79382,0.13363,1.3701,0.055408,-0.0076055,0.097562,0.020836,0.098719,0.053689,0.10364,0.15506,0.10325
201500000,2015,2,15,4,88,2,0.0028263,1,0.098647,4,1,0.16847,-0.074521,1.3495,0.091006,-0.31924,-0.024462,2.0982,-0.54828,-0.36828,0.086483,1.6926,-0.23076,-0.0084576,0.06811,0.115,-0.0031357,0.066869,0.073893,0.056609,0.06008
201600000,2016,2,16,4,88,2,0.0094897,1,0.151,3,1,0.1577,-0.079414,1.16,0.064097,-0.32216,-0.069133,3.1953,-0.6202,-1.1721,0.11379,1.9464,-0.26811,0.0010142,0.085763,0.13475,0.13106,0.12435,0.11322,0.19716,0.11462
201900000,2019,2,19,4,88,2,0.067596,1,0.094557,13,0,0.17721,-0.068464,-1.3919,-0.0095021,-0.27848,-0.021766,-3.4721,0.17442,-0.3256,0.10181,0.74371,0.057331,-0.010629,0.061349,0.11325,0.082571,0.026569,0.07296,0.082492,0.047872
202600000,2026,2,26,4,88,2,0.0050006,1,0.14303,13,0,0.17858,-0.089528,-1.4137,-0.032066,-0.30081,-0.054913,-3.9579,0.2093,-0.9067,0.11903,0.68131,0.076252,-0.0066802,0.095076,0.10183,0.09767,0.063312,0.09981,0.076207,0.1209
202800000,2028,2,28,4,88,2,0.020296,1,0.22003,16,1,0.1582,-0.097264,-5.3431,0.23727,-0.26852,-0.11028,-5.7059,-0.47295,-1.8897,0.039697,-4.3282,-0.53067,0.01549,0.19233,0.25945,0.21495,0.17648,0.17003,0.25365,0.18804
2.04e+08,2040,2,40,4,88,2,0.0087065,1,0.14498,10,0,0.16829,-0.087822,-0.058743,-0.018153,-0.31665,-0.05914,-2.2539,0.21957,-0.9846,0.14096,1.4118,0.052618,-0.0060292,0.10861,0.1616,0.1166,0.1119,0.11598,0.21272,0.1063
204800000,2048,2,48,4,88,2,0.0043471,1,0.1265,3,0,0.14482,-0.079505,0.64292,0.052307,-0.33097,-0.047427,2.846,0.24008,-0.77876,0.1659,0.67137,0.02246,-0.0066626,0.069381,0.067047,0.063756,0.12687,0.087611,0.14819,0.098186
300600000,3006,3,6,4,88,2,0.037723,1,0.11,20,1,0.075851,-0.084019,-11.745,0.1342,-0.018202,-0.0019153,-0.97805,-0.04887,0.045653,-0.29191,-9.5416,-0.57518,0.0052285,0.059109,0.052782,0.10349,0.10535,0.078275,0.03205,0.072149
301400000,3014,3,14,4,88,2,0.055231,1,0.15673,7,0,0.15413,-0.08829,0.61809,0.0039007,-0.32461,-0.070765,-0.21759,0.23878,-1.1955,0.15405,1.2856,0.042994,-0.004017,0.12539,0.19282,0.085069,0.13981,0.11186,0.12231,0.12068
400200000,4002,4,2,4,88,2,0.023401,1,0.14998,14,0,0.17888,-0.092744,-2.0771,-0.035769,-0.29517,-0.058837,-4.5186,0.21051,-0.97494,0.11103,0.16803,0.087513,-0.0058978,0.1043,0.18399,0.090687,0.11481,0.11458,0.11959,0.1055
4.01e+08,4010,4,10,4,88,2,0.017547,1,0.10543,6,0,0.15822,-0.071428,0.75789,0.020332,-0.3281,-0.031492,0.46269,0.21094,-0.49582,0.15999,1.2928,0.014431,-0.0085149,0.078717,0.070741,0.12808,0.055762,0.076101,0.039862,0.070957
401200000,4012,4,12,4,88,2,0.019061,1,0.10974,12,0,0.18081,-0.075344,-0.77912,-0.018736,-0.29899,-0.032453,-3.1903,0.19157,-0.51232,0.12088,1.1889,0.055977,-0.0095905,0.074097,0.021266,0.067087,0.092314,0.064665,0.14871,0.075834
601800000,6018,6,18,4,88,2,0.032593,1,0.11853,0,0,0.14009,-0.076932,-0.25333,0.095125,-0.33239,-0.041175,5.389,0.25539,-0.66702,0.16668,0.25191,0.029253,-0.0070333,0.10053,0.063654,0.10175,0.091509,0.096082,0.10826,0.085366
100410000,1004,1,4,5,88,2,0.0019412,1,0.10117,2,1,1.0634,0.023125,-1.4104,-0.18449,-0.40872,-0.036244,1.6268,-0.68415,-0.58556,-0.38292,0.62346,-0.67206,0.015222,0.050908,0.072639,0.048662,0.090213,0.053482,0.05198,0.077525
100610000,1006,1,6,5,88,2,0.0053309,1,0.1423,18,1,0.69003,0.0059345,0.46494,-0.1215,-0.13313,-0.01718,-2.2064,-0.081149,-0.20392,-0.53759,-10.612,-0.73177,0.026631,0.10898,0.10766,0.15744,0.13066,0.12043,0.12433,0.10755
100710000,1007,1,7,5,88,2,0.002061,1,0.14618,4,1,1.0605,0.05485,1.5606,-0.17958,-0.40002,-0.06885,0.30635,-0.6967,-1.1626,-0.37497,-0.66113,-0.66783,0.024661,0.11815,-0.0036452,0.05009,0.12974,0.086074,0.10772,0.12343
100910000,1009,1,9,5,88,2,0.031833,1,0.059508,3,0,1.0358,0.012845,0.83173,-0.0078594,-0.39151,-0.0099789,0.61185,0.037699,-0.12918,-0.32792,-1.2718,0.0075678,0.012105,0.0096569,0.048914,-0.062635,0.036116,0.024344,0.041051,0.022265
